order_id,customer_id,category,payment_method,price,order_hour,is_weekend,discount_percent,customer_account_age_days,customer_past_orders,customer_past_return_rate,variants_in_order,returned
ORD10751,CUST1215,Footwear,Wallet,1650.83,20,0,0,342,21,0.02,1,1
ORD10752,CUST1153,Electronics,COD,1955.57,5,0,20,744,20,0.09,1,0
ORD10753,CUST1042,Home & Kitchen,COD,1792.75,1,0,0,15,39,0.78,1,1
ORD10754,CUST1150,Home & Kitchen,Netbanking,1731.02,22,0,20,835,29,0.07,1,0
ORD10755,CUST1250,Home & Kitchen,COD,2841.87,14,0,0,124,12,0.07,1,0
ORD10756,CUST1487,Electronics,COD,4095.7,17,0,5,377,19,0.09,1,0
ORD10757,CUST1400,Electronics,COD,6463.46,1,0,5,98,22,0.13,1,1
ORD10758,CUST1513,Electronics,Netbanking,6882.76,1,1,30,576,37,0.24,1,0
ORD10759,CUST1201,Beauty,Card,4979.1,14,0,5,847,24,0.02,1,0
ORD10760,CUST1115,Footwear,UPI,448.94,9,0,20,307,21,0.05,1,0
ORD10761,CUST1146,Apparel,UPI,6870.44,4,1,10,766,16,0.1,1,1
ORD10762,CUST1522,Home & Kitchen,Wallet,637.25,15,0,10,535,34,0.2,1,0
ORD10763,CUST1007,Home & Kitchen,Netbanking,2779.61,1,1,0,240,40,0.07,1,0
ORD10764,CUST1034,Home & Kitchen,Wallet,6281.23,16,1,5,371,8,0.22,1,0
ORD10765,CUST1244,Beauty,COD,1476.47,23,1,30,710,3,0.05,1,0
ORD10766,CUST1260,Apparel,Wallet,3776.1,8,0,10,369,20,0.78,1,1
ORD10767,CUST1039,Home & Kitchen,COD,7319.28,23,1,30,755,2,0.87,1,0
ORD10768,CUST1000,Footwear,COD,6195.27,9,0,30,800,29,0.11,1,1
ORD10769,CUST1221,Apparel,Wallet,5890.81,9,0,10,185,8,0.66,2,1
ORD10770,CUST1494,Beauty,Wallet,5538.56,3,0,0,155,34,0.24,2,0
ORD10771,CUST1393,Footwear,Netbanking,3764.33,17,0,0,837,21,0.17,1,1
ORD10772,CUST1440,Apparel,Netbanking,4415.85,14,0,30,705,37,0.09,1,0
ORD10773,CUST1121,Apparel,COD,2637.15,0,1,0,867,6,0.16,1,1
ORD10774,CUST1408,Apparel,Wallet,3145.85,8,0,20,560,6,0.11,1,0
ORD10775,CUST1027,Home & Kitchen,Netbanking,4868.2,8,0,0,495,38,0.02,1,0
ORD10776,CUST1362,Home & Kitchen,UPI,1437.68,16,0,0,284,23,0.16,1,0
ORD10777,CUST1349,Footwear,COD,1477.68,21,0,0,687,5,0.55,1,1
ORD10778,CUST1518,Footwear,UPI,4850.17,5,0,20,695,15,0.22,1,0
ORD10779,CUST1250,Home & Kitchen,Card,7634.34,21,0,20,124,12,0.07,1,0
ORD10780,CUST1189,Apparel,UPI,3281.57,5,0,20,767,37,0.14,1,0
ORD10781,CUST1346,Beauty,Card,4420.85,20,1,30,277,36,0.14,1,0
ORD10782,CUST1557,Electronics,Netbanking,7844.51,17,0,10,770,0,0.14,1,0
ORD10783,CUST1425,Home & Kitchen,Netbanking,2278.52,20,1,0,141,6,0.2,1,0
ORD10784,CUST1537,Beauty,Netbanking,1187.61,3,1,30,784,10,0.23,1,0
ORD10785,CUST1269,Home & Kitchen,Card,4730.52,23,1,0,183,36,0.77,1,0
ORD10786,CUST1211,Electronics,UPI,4896.33,9,0,30,785,34,0.23,1,0
ORD10787,CUST1293,Beauty,Wallet,1290.49,20,0,0,876,24,0.08,1,0
ORD10788,CUST1390,Footwear,Netbanking,2011.18,12,0,30,398,1,0.21,1,0
ORD10789,CUST1031,Electronics,Wallet,7304.29,19,1,10,630,4,0.07,1,0
ORD10790,CUST1218,Apparel,COD,1160.49,21,0,10,764,21,0.15,1,1
ORD10791,CUST1106,Footwear,Netbanking,5258.55,6,0,20,865,12,0.61,1,1
ORD10792,CUST1108,Electronics,Card,4036.26,20,0,10,332,5,0.2,1,0
ORD10793,CUST1301,Beauty,Netbanking,254.58,13,0,20,580,0,0.83,1,1
ORD10794,CUST1362,Apparel,UPI,2023.4,2,0,0,284,23,0.16,1,1
ORD10795,CUST1315,Apparel,Wallet,7752.99,2,0,10,590,13,0.19,1,1
ORD10796,CUST1466,Electronics,UPI,2419.11,10,1,5,387,15,0.8,1,0
ORD10797,CUST1024,Beauty,Wallet,3905.61,7,0,30,496,36,0.03,1,0
ORD10798,CUST1434,Home & Kitchen,Card,7812.34,21,0,10,226,23,0.02,1,0
ORD10799,CUST1352,Electronics,Netbanking,3294.02,22,0,5,673,39,0.64,1,0
ORD10800,CUST1234,Apparel,Netbanking,5482.5,11,0,10,895,25,0.24,1,0
ORD10801,CUST1046,Beauty,Card,4219.25,9,0,0,31,19,0.15,1,0
ORD10802,CUST1103,Apparel,Netbanking,4456.19,19,0,30,290,6,0.14,1,0
ORD10803,CUST1233,Home & Kitchen,Card,290.57,22,1,0,899,4,0.06,1,0
ORD10804,CUST1107,Apparel,UPI,6168.18,12,0,20,416,12,0.15,1,1
ORD10805,CUST1562,Home & Kitchen,Netbanking,1264.21,11,0,10,106,21,0.08,1,0
ORD10806,CUST1496,Electronics,Wallet,2826.17,21,0,20,586,39,0.22,1,0
ORD10807,CUST1074,Beauty,COD,5792.68,10,1,30,704,8,0.71,1,0
ORD10808,CUST1397,Footwear,COD,2144.77,12,0,0,71,13,0.18,1,1
ORD10809,CUST1543,Beauty,Card,4126.25,22,0,10,147,1,0.07,1,0
ORD10810,CUST1075,Home & Kitchen,Netbanking,5194.97,2,1,20,531,28,0.24,1,0
ORD10811,CUST1515,Apparel,Wallet,1865.11,23,0,10,163,9,0.02,1,0
ORD10812,CUST1531,Footwear,Netbanking,5179.0,22,0,0,16,10,0.08,1,0
ORD10813,CUST1239,Footwear,Card,6799.03,14,1,0,1,18,0.06,1,0
ORD10814,CUST1246,Apparel,Netbanking,5947.47,9,0,20,207,34,0.16,1,1
ORD10815,CUST1105,Electronics,COD,3150.73,21,1,10,441,13,0.15,1,1
ORD10816,CUST1180,Beauty,COD,6502.89,7,0,10,561,5,0.12,1,0
ORD10817,CUST1217,Beauty,Card,3655.37,3,0,10,557,34,0.14,1,1
ORD10818,CUST1525,Electronics,COD,2033.97,17,1,20,108,18,0.12,2,1
ORD10819,CUST1021,Electronics,Card,3328.26,22,1,0,265,0,0.19,1,0
ORD10820,CUST1323,Apparel,UPI,5648.52,6,1,0,816,21,0.07,2,0
ORD10821,CUST1090,Apparel,Netbanking,7787.2,2,0,10,900,27,0.01,1,0
ORD10822,CUST1425,Apparel,COD,2868.79,2,1,0,141,6,0.2,1,1
ORD10823,CUST1332,Home & Kitchen,Netbanking,6125.35,7,0,0,711,25,0.06,1,0
ORD10824,CUST1147,Home & Kitchen,Netbanking,3175.68,16,0,0,857,38,0.08,1,0
ORD10825,CUST1544,Footwear,Card,6741.94,16,0,0,820,3,0.06,1,0
ORD10826,CUST1299,Apparel,UPI,7887.69,13,1,30,530,22,0.06,1,1
ORD10827,CUST1330,Home & Kitchen,Wallet,5753.24,19,1,0,525,30,0.01,1,0
ORD10828,CUST1049,Footwear,COD,6962.78,15,1,5,531,10,0.19,1,1
ORD10829,CUST1191,Apparel,Card,4373.08,21,1,0,451,13,0.01,1,1
ORD10830,CUST1218,Electronics,Netbanking,374.76,2,0,10,764,21,0.15,1,0
ORD10831,CUST1188,Beauty,Card,7391.28,10,1,5,734,33,0.02,1,0
ORD10832,CUST1392,Electronics,Netbanking,7217.99,19,0,20,898,12,0.14,1,1
ORD10833,CUST1176,Footwear,UPI,1037.91,8,0,20,603,15,0.15,1,0
ORD10834,CUST1558,Apparel,UPI,3544.49,11,1,5,504,14,0.1,1,1
ORD10835,CUST1470,Beauty,UPI,6133.99,9,0,30,582,10,0.74,1,0
ORD10836,CUST1175,Beauty,COD,6199.45,10,0,0,493,2,0.08,1,0
ORD10837,CUST1008,Apparel,COD,839.56,7,0,5,671,17,0.69,1,1
ORD10838,CUST1278,Electronics,Card,5575.63,2,1,5,570,19,0.12,1,1
ORD10839,CUST1180,Electronics,Netbanking,2595.99,20,1,10,561,5,0.12,1,0
ORD10840,CUST1557,Home & Kitchen,UPI,7580.84,13,0,0,770,0,0.14,1,0
ORD10841,CUST1573,Beauty,COD,4724.93,12,0,5,194,11,0.19,1,1
ORD10842,CUST1585,Apparel,UPI,6342.02,17,0,10,739,32,0.75,1,1
ORD10843,CUST1479,Beauty,COD,1624.59,12,1,0,895,24,0.04,1,0
ORD10844,CUST1364,Apparel,Netbanking,611.48,3,1,5,185,13,0.01,1,1
ORD10845,CUST1109,Footwear,Card,1207.11,12,0,0,645,25,0.14,1,0
ORD10846,CUST1288,Electronics,Netbanking,7211.26,22,1,5,708,17,0.09,1,0
ORD10847,CUST1221,Apparel,Wallet,998.11,7,0,10,185,8,0.66,3,1
ORD10848,CUST1390,Home & Kitchen,Wallet,5674.07,13,0,10,398,1,0.21,1,0
ORD10849,CUST1081,Apparel,Wallet,6634.54,17,0,0,6,38,0.09,1,1
ORD10850,CUST1035,Home & Kitchen,UPI,1120.52,17,0,0,708,33,0.15,1,0
ORD10851,CUST1589,Apparel,COD,5384.59,14,0,20,92,29,0.18,1,1
ORD10852,CUST1210,Beauty,UPI,2303.93,18,1,5,808,18,0.21,1,0
ORD10853,CUST1466,Beauty,Card,6648.19,11,0,0,387,15,0.8,1,1
ORD10854,CUST1315,Beauty,Card,7881.83,11,0,30,590,13,0.19,1,1
ORD10855,CUST1146,Beauty,Card,892.55,12,1,20,766,16,0.1,1,0
ORD10856,CUST1272,Beauty,Wallet,241.78,4,0,0,511,5,0.16,1,0
ORD10857,CUST1221,Electronics,COD,7808.01,15,1,0,185,8,0.66,1,0
ORD10858,CUST1588,Electronics,Card,453.45,23,0,30,217,39,0.01,1,1
ORD10859,CUST1238,Home & Kitchen,Card,2795.37,10,0,0,812,8,0.03,1,0
ORD10860,CUST1188,Footwear,Wallet,5978.41,13,0,0,734,33,0.02,1,0
ORD10861,CUST1111,Electronics,Card,1395.99,21,1,0,164,25,0.03,1,1
ORD10862,CUST1132,Apparel,Wallet,1940.15,10,1,0,118,3,0.16,1,0
ORD10863,CUST1273,Beauty,UPI,284.78,20,0,20,255,10,0.12,1,0
ORD10864,CUST1367,Beauty,COD,4689.17,11,0,0,98,20,0.24,1,0
ORD10865,CUST1012,Electronics,Card,5359.68,21,0,30,215,3,0.12,1,0
ORD10866,CUST1226,Electronics,Card,2230.27,14,0,0,807,9,0.1,1,0
ORD10867,CUST1009,Beauty,Netbanking,6553.45,18,1,0,86,16,0.08,1,0
ORD10868,CUST1176,Footwear,Netbanking,1504.44,4,1,30,603,15,0.15,1,1
ORD10869,CUST1441,Footwear,Card,4171.25,13,1,0,711,23,0.21,1,1
ORD10870,CUST1439,Apparel,COD,7878.53,13,0,20,751,0,0.09,1,1
ORD10871,CUST1090,Electronics,UPI,3901.29,5,0,10,900,27,0.01,1,0
ORD10872,CUST1094,Home & Kitchen,Netbanking,1625.21,14,0,30,186,20,0.15,1,0
ORD10873,CUST1252,Electronics,Card,4655.7,13,1,20,605,33,0.06,1,0
ORD10874,CUST1594,Electronics,Wallet,1579.07,16,0,30,729,25,0.0,1,0
ORD10875,CUST1256,Electronics,Wallet,1642.78,20,1,30,583,5,0.04,1,0
ORD10876,CUST1133,Electronics,Wallet,2760.16,21,0,0,54,22,0.13,1,0
ORD10877,CUST1339,Footwear,Wallet,1185.71,3,0,30,162,7,0.22,1,0
ORD10878,CUST1164,Beauty,Netbanking,3448.02,14,1,20,665,27,0.06,1,0
ORD10879,CUST1295,Footwear,COD,5994.65,19,0,0,155,32,0.15,3,0
ORD10880,CUST1124,Footwear,COD,3276.02,2,0,0,507,26,0.07,1,0
ORD10881,CUST1463,Beauty,Card,2335.66,6,0,30,790,37,0.04,1,0
ORD10882,CUST1113,Electronics,Card,5463.52,4,0,10,73,21,0.08,1,0
ORD10883,CUST1282,Electronics,Wallet,1874.15,0,0,5,60,21,0.14,1,0
ORD10884,CUST1005,Beauty,Netbanking,6709.5,14,1,20,65,3,0.01,1,0
ORD10885,CUST1076,Apparel,Wallet,6121.26,1,0,20,89,14,0.11,1,0
ORD10886,CUST1261,Home & Kitchen,COD,4559.98,12,0,0,518,40,0.17,1,1
ORD10887,CUST1567,Apparel,UPI,7347.46,1,0,20,248,27,0.08,1,0
ORD10888,CUST1256,Footwear,Wallet,7234.32,10,0,10,583,5,0.04,1,1
ORD10889,CUST1405,Apparel,UPI,7013.44,22,1,30,678,0,0.17,1,0
ORD10890,CUST1217,Home & Kitchen,COD,3656.58,20,1,30,557,34,0.14,1,1
ORD10891,CUST1495,Home & Kitchen,UPI,7806.72,9,0,10,814,1,0.15,1,1
ORD10892,CUST1429,Footwear,Card,2540.52,8,0,0,544,39,0.01,1,0
ORD10893,CUST1357,Electronics,Card,7075.82,2,0,0,786,33,0.64,1,0
ORD10894,CUST1028,Home & Kitchen,Wallet,4180.48,7,1,5,525,16,0.63,1,1
ORD10895,CUST1016,Electronics,COD,361.87,17,1,20,817,31,0.04,1,0
ORD10896,CUST1046,Apparel,Netbanking,412.14,20,0,20,31,19,0.15,1,1
ORD10897,CUST1543,Home & Kitchen,Wallet,1462.1,2,0,10,147,1,0.07,1,1
ORD10898,CUST1317,Electronics,Netbanking,652.62,9,0,20,461,24,0.24,1,0
ORD10899,CUST1089,Footwear,UPI,6494.5,3,0,0,126,32,0.16,1,1
ORD10900,CUST1061,Apparel,Card,841.32,14,1,0,827,23,0.24,1,0
ORD10901,CUST1308,Apparel,Netbanking,4582.94,21,1,30,351,27,0.2,1,1
ORD10902,CUST1118,Beauty,Card,1702.48,2,1,10,757,15,0.64,1,0
ORD10903,CUST1197,Electronics,COD,7614.12,4,0,0,865,13,0.23,1,0
ORD10904,CUST1334,Home & Kitchen,Card,6936.67,18,1,30,578,8,0.14,1,0
ORD10905,CUST1545,Footwear,Wallet,4797.14,1,0,0,261,12,0.23,1,1
ORD10906,CUST1373,Home & Kitchen,Netbanking,329.31,2,0,0,632,39,0.09,1,0
ORD10907,CUST1333,Apparel,COD,2128.81,19,1,30,700,20,0.05,1,1
ORD10908,CUST1082,Home & Kitchen,Card,5647.61,12,0,10,411,34,0.2,1,0
ORD10909,CUST1365,Footwear,Card,7921.17,10,1,0,211,11,0.09,1,0
ORD10910,CUST1161,Electronics,Card,7308.48,14,1,0,23,27,0.02,2,1
ORD10911,CUST1319,Beauty,UPI,1764.11,2,0,10,22,9,0.15,2,1
ORD10912,CUST1385,Home & Kitchen,UPI,2268.19,5,0,0,201,31,0.07,1,0
ORD10913,CUST1570,Home & Kitchen,UPI,3492.91,1,1,30,81,7,0.11,1,0
ORD10914,CUST1027,Apparel,COD,5619.65,7,0,0,495,38,0.02,1,0
ORD10915,CUST1313,Home & Kitchen,Netbanking,6442.66,18,0,5,580,19,0.07,1,0
ORD10916,CUST1245,Electronics,Wallet,4902.82,6,0,30,484,1,0.04,1,1
ORD10917,CUST1024,Home & Kitchen,Netbanking,6778.89,14,0,0,496,36,0.03,1,0
ORD10918,CUST1415,Electronics,Card,3028.31,3,1,10,531,37,0.05,1,0
ORD10919,CUST1092,Apparel,UPI,7422.0,4,0,0,224,33,0.05,1,1
ORD10920,CUST1070,Apparel,Netbanking,342.45,7,0,30,318,34,0.24,1,0
ORD10921,CUST1523,Electronics,Card,3397.98,13,1,10,269,5,0.02,1,0
ORD10922,CUST1503,Beauty,UPI,3363.22,9,1,30,344,33,0.17,1,1
ORD10923,CUST1443,Apparel,Card,7169.89,2,0,0,353,3,0.21,1,1
ORD10924,CUST1394,Footwear,Card,5883.83,13,1,20,675,38,0.05,1,0
ORD10925,CUST1250,Apparel,Wallet,1440.86,6,0,5,124,12,0.07,1,0
ORD10926,CUST1230,Apparel,COD,520.06,5,0,5,539,21,0.13,1,1
ORD10927,CUST1275,Home & Kitchen,Wallet,5917.02,19,0,20,721,2,0.03,1,0
ORD10928,CUST1426,Apparel,Wallet,5851.92,0,0,0,578,33,0.04,1,0
ORD10929,CUST1017,Beauty,Wallet,5240.74,4,0,10,196,8,0.1,1,0
ORD10930,CUST1510,Apparel,COD,7732.48,4,1,0,142,23,0.17,1,0
ORD10931,CUST1025,Footwear,Card,4634.81,20,1,0,319,14,0.2,1,0
ORD10932,CUST1474,Home & Kitchen,COD,4285.25,0,0,5,706,20,0.09,1,1
ORD10933,CUST1118,Footwear,Wallet,2919.25,4,0,0,757,15,0.64,1,1
ORD10934,CUST1258,Electronics,Netbanking,2011.09,23,1,0,155,2,0.77,1,1
ORD10935,CUST1350,Electronics,Wallet,2074.44,11,0,10,808,12,0.25,1,0
ORD10936,CUST1111,Beauty,Wallet,3854.16,7,0,5,164,25,0.03,1,1
ORD10937,CUST1177,Apparel,UPI,5238.63,3,1,10,453,11,0.22,1,0
ORD10938,CUST1203,Home & Kitchen,Wallet,3933.59,4,0,5,858,29,0.15,1,0
ORD10939,CUST1233,Electronics,Card,3620.56,3,1,10,899,4,0.06,1,0
ORD10940,CUST1448,Beauty,UPI,7877.26,10,0,10,640,5,0.14,1,1
ORD10941,CUST1013,Home & Kitchen,UPI,5797.84,21,0,0,75,36,0.16,1,0
ORD10942,CUST1525,Apparel,UPI,885.55,4,1,0,108,18,0.12,1,0
ORD10943,CUST1567,Home & Kitchen,Wallet,683.58,4,0,0,248,27,0.08,1,0
ORD10944,CUST1557,Home & Kitchen,COD,7786.57,19,0,0,770,0,0.14,1,0
ORD10945,CUST1430,Beauty,Card,7392.23,2,0,5,557,2,0.1,1,0
ORD10946,CUST1042,Electronics,COD,1753.67,19,0,20,15,39,0.78,1,1
ORD10947,CUST1059,Footwear,Wallet,5065.49,13,1,10,26,17,0.06,1,0
ORD10948,CUST1440,Electronics,Card,336.7,22,1,5,705,37,0.09,1,0
ORD10949,CUST1146,Apparel,UPI,5922.44,9,0,30,766,16,0.1,1,0
ORD10950,CUST1201,Apparel,Wallet,4942.2,4,1,30,847,24,0.02,1,0
ORD10951,CUST1378,Home & Kitchen,Card,6340.91,22,1,20,609,3,0.23,1,1
ORD10952,CUST1236,Apparel,COD,7799.17,9,1,5,71,23,0.22,1,1
ORD10953,CUST1480,Home & Kitchen,Wallet,7835.31,0,0,0,625,5,0.14,1,0
ORD10954,CUST1413,Beauty,Card,5807.76,20,0,0,849,14,0.16,1,0
ORD10955,CUST1067,Home & Kitchen,Netbanking,5960.62,1,0,0,386,35,0.14,1,0
ORD10956,CUST1445,Footwear,COD,2209.04,22,0,20,586,6,0.02,1,1
ORD10957,CUST1176,Home & Kitchen,Wallet,4678.63,18,0,0,603,15,0.15,1,0
ORD10958,CUST1065,Beauty,Wallet,3204.45,5,1,10,870,14,0.02,1,0
ORD10959,CUST1150,Footwear,Card,1897.01,12,0,20,835,29,0.07,1,0
ORD10960,CUST1435,Beauty,Card,1692.77,18,1,0,665,27,0.08,1,1
ORD10961,CUST1132,Electronics,UPI,5052.15,19,0,20,118,3,0.16,1,0
ORD10962,CUST1015,Footwear,Netbanking,6480.77,3,0,0,121,8,0.06,1,0
ORD10963,CUST1582,Footwear,UPI,4538.25,3,0,30,748,29,0.15,1,1
ORD10964,CUST1435,Apparel,UPI,6780.87,4,1,20,665,27,0.08,1,0
ORD10965,CUST1598,Home & Kitchen,Card,7563.05,13,1,10,348,23,0.14,1,0
ORD10966,CUST1542,Footwear,COD,3465.37,3,0,0,58,5,0.08,2,1
ORD10967,CUST1528,Beauty,Wallet,3707.15,3,0,10,411,34,0.57,1,0
ORD10968,CUST1394,Footwear,UPI,3821.9,1,0,0,675,38,0.05,1,0
ORD10969,CUST1345,Footwear,Wallet,2138.4,7,0,10,258,31,0.11,1,1
ORD10970,CUST1230,Beauty,COD,5067.19,22,1,0,539,21,0.13,1,1
ORD10971,CUST1584,Beauty,Card,2336.84,16,1,5,654,7,0.08,1,0
ORD10972,CUST1175,Beauty,COD,864.64,21,0,20,493,2,0.08,1,1
ORD10973,CUST1473,Footwear,Card,6850.1,6,0,10,168,12,0.15,1,1
ORD10974,CUST1314,Home & Kitchen,COD,1413.2,20,1,10,481,24,0.15,1,0
ORD10975,CUST1511,Apparel,Wallet,4800.12,13,0,0,856,24,0.9,1,1
ORD10976,CUST1433,Apparel,Wallet,3671.29,23,1,10,100,25,0.16,2,1
ORD10977,CUST1448,Beauty,COD,2479.35,5,0,0,640,5,0.14,1,0
ORD10978,CUST1116,Home & Kitchen,Card,6682.91,3,0,0,79,24,0.13,1,0
ORD10979,CUST1575,Beauty,COD,1227.74,19,0,20,275,2,0.18,1,0
ORD10980,CUST1480,Electronics,Card,2521.61,10,1,30,625,5,0.14,1,0
ORD10981,CUST1004,Apparel,Card,6514.19,0,0,0,757,39,0.16,1,1
ORD10982,CUST1595,Apparel,Wallet,2281.45,11,0,0,266,5,0.15,1,0
ORD10983,CUST1007,Home & Kitchen,COD,4694.12,1,1,30,240,40,0.07,1,0
ORD10984,CUST1091,Footwear,Card,2292.26,22,1,30,631,10,0.13,1,0
ORD10985,CUST1402,Apparel,Wallet,5220.42,10,1,10,81,29,0.06,1,0
ORD10986,CUST1499,Footwear,Wallet,2011.5,12,0,0,850,11,0.79,2,1
ORD10987,CUST1086,Electronics,Card,2210.85,4,0,20,31,16,0.03,2,0
ORD10988,CUST1098,Beauty,Wallet,7703.53,12,0,0,702,1,0.02,1,0
ORD10989,CUST1526,Home & Kitchen,Netbanking,4444.99,11,0,20,359,38,0.25,1,0
ORD10990,CUST1352,Electronics,Card,7828.3,10,0,30,673,39,0.64,1,1
ORD10991,CUST1020,Home & Kitchen,Card,4919.59,3,1,20,658,36,0.03,1,0
ORD10992,CUST1555,Home & Kitchen,Card,1515.44,4,0,0,777,16,0.25,1,0
ORD10993,CUST1275,Apparel,UPI,7313.22,11,0,20,721,2,0.03,1,1
ORD10994,CUST1087,Home & Kitchen,Wallet,7835.3,23,0,30,199,9,0.06,1,0
ORD10995,CUST1084,Home & Kitchen,COD,5166.45,7,1,10,820,25,0.07,1,1
ORD10996,CUST1342,Home & Kitchen,Netbanking,3620.06,11,1,10,891,18,0.63,1,1
ORD10997,CUST1002,Beauty,Netbanking,4229.11,7,0,0,458,19,0.04,1,0
ORD10998,CUST1320,Beauty,Wallet,437.86,16,0,5,226,15,0.13,2,1
ORD10999,CUST1105,Apparel,Card,3115.39,8,1,0,441,13,0.15,1,1
ORD11000,CUST1490,Electronics,Wallet,7007.22,4,1,0,89,33,0.17,1,0
ORD11001,CUST1363,Home & Kitchen,UPI,6636.96,7,0,10,69,20,0.15,1,1
ORD11002,CUST1586,Apparel,Wallet,4276.41,10,0,5,197,16,0.01,1,1
ORD11003,CUST1068,Apparel,COD,1547.68,9,0,10,352,29,0.08,1,1
ORD11004,CUST1179,Beauty,Wallet,1546.85,7,0,30,267,31,0.22,1,1
ORD11005,CUST1178,Home & Kitchen,Card,1011.58,8,0,0,320,40,0.14,1,0
ORD11006,CUST1004,Apparel,Netbanking,1145.69,0,1,10,757,39,0.16,1,0
ORD11007,CUST1223,Electronics,COD,7081.49,20,0,20,205,26,0.12,1,0
ORD11008,CUST1567,Footwear,Wallet,2483.61,1,0,5,248,27,0.08,1,0
ORD11009,CUST1196,Apparel,Card,6794.98,7,0,20,301,36,0.03,1,0
ORD11010,CUST1598,Footwear,Wallet,2239.66,6,0,10,348,23,0.14,1,0
ORD11011,CUST1584,Electronics,UPI,2655.53,6,0,10,654,7,0.08,1,0
ORD11012,CUST1333,Home & Kitchen,Wallet,7490.17,14,1,5,700,20,0.05,1,0
ORD11013,CUST1253,Footwear,Wallet,1331.65,23,0,0,684,14,0.07,1,0
ORD11014,CUST1341,Beauty,Card,5387.42,18,0,30,877,30,0.04,1,0
ORD11015,CUST1282,Apparel,COD,2115.42,1,1,30,60,21,0.14,1,1
ORD11016,CUST1557,Home & Kitchen,Wallet,6426.72,17,0,30,770,0,0.14,1,0
ORD11017,CUST1106,Home & Kitchen,COD,1284.12,16,0,0,865,12,0.61,2,1
ORD11018,CUST1420,Home & Kitchen,Netbanking,7592.51,18,0,0,25,6,0.09,1,0
ORD11019,CUST1024,Electronics,Card,7285.09,14,1,20,496,36,0.03,1,0
ORD11020,CUST1392,Electronics,Wallet,1869.78,5,1,30,898,12,0.14,1,0
ORD11021,CUST1254,Beauty,Card,481.25,17,0,0,79,28,0.23,1,0
ORD11022,CUST1446,Apparel,UPI,2050.01,20,1,0,337,2,0.08,1,0
ORD11023,CUST1088,Apparel,UPI,4968.52,22,1,0,364,15,0.15,1,0
ORD11024,CUST1182,Electronics,Netbanking,1807.53,21,1,0,807,3,0.16,1,0
ORD11025,CUST1054,Beauty,Wallet,540.24,7,0,20,174,7,0.11,1,0
ORD11026,CUST1226,Apparel,Wallet,7229.43,15,0,0,807,9,0.1,1,1
ORD11027,CUST1447,Apparel,COD,7577.35,22,0,10,658,18,0.01,1,0
ORD11028,CUST1416,Home & Kitchen,UPI,5208.6,10,1,10,405,6,0.19,1,0
ORD11029,CUST1524,Apparel,COD,5593.7,15,1,30,317,32,0.05,1,1
ORD11030,CUST1500,Apparel,COD,5705.83,8,0,0,776,5,0.0,1,0
ORD11031,CUST1003,Footwear,Wallet,5332.24,17,1,5,650,2,0.15,1,0
ORD11032,CUST1288,Apparel,Netbanking,6968.96,10,0,5,708,17,0.09,1,0
ORD11033,CUST1126,Apparel,Wallet,2358.7,6,1,10,680,18,0.01,1,0
ORD11034,CUST1165,Beauty,Card,5798.64,20,0,5,535,21,0.19,1,0
ORD11035,CUST1319,Footwear,Netbanking,5025.11,9,0,5,22,9,0.15,1,0
ORD11036,CUST1392,Beauty,Netbanking,384.17,20,0,5,898,12,0.14,1,0
ORD11037,CUST1591,Footwear,UPI,1287.4,9,0,20,412,4,0.19,1,0
ORD11038,CUST1599,Footwear,Wallet,7806.53,12,0,20,575,26,0.14,1,0
ORD11039,CUST1486,Apparel,Wallet,7083.45,6,0,0,310,0,0.03,2,0
ORD11040,CUST1147,Electronics,Netbanking,5388.73,20,0,0,857,38,0.08,1,0
ORD11041,CUST1309,Apparel,COD,6956.03,16,0,0,874,35,0.08,1,1
ORD11042,CUST1533,Electronics,Wallet,6816.18,16,1,10,325,10,0.09,1,1
ORD11043,CUST1038,Beauty,Netbanking,4770.86,18,1,20,327,8,0.25,2,1
ORD11044,CUST1268,Home & Kitchen,UPI,5921.63,10,1,20,741,16,0.21,1,0
ORD11045,CUST1587,Apparel,UPI,925.4,13,0,0,213,23,0.17,1,0
ORD11046,CUST1017,Footwear,Wallet,6906.86,13,1,20,196,8,0.1,1,1
ORD11047,CUST1121,Electronics,Netbanking,6090.85,8,0,0,867,6,0.16,1,0
ORD11048,CUST1493,Footwear,COD,6703.4,1,0,10,139,19,0.06,1,1
ORD11049,CUST1098,Home & Kitchen,UPI,5129.55,4,1,5,702,1,0.02,1,0
ORD11050,CUST1470,Footwear,COD,3048.27,18,1,20,582,10,0.74,1,1
ORD11051,CUST1597,Beauty,Netbanking,2820.4,6,1,30,858,25,0.02,1,0
ORD11052,CUST1001,Electronics,COD,2278.48,2,0,0,824,32,0.12,1,0
ORD11053,CUST1375,Footwear,COD,7556.37,11,0,10,757,29,0.11,1,1
ORD11054,CUST1559,Apparel,Netbanking,2362.73,13,0,0,165,31,0.2,3,1
ORD11055,CUST1015,Home & Kitchen,COD,4920.33,3,0,5,121,8,0.06,1,0
ORD11056,CUST1095,Beauty,Card,5552.1,19,0,0,797,12,0.22,1,0
ORD11057,CUST1545,Footwear,UPI,7021.7,2,0,10,261,12,0.23,1,1
ORD11058,CUST1513,Beauty,COD,610.59,8,0,0,576,37,0.24,1,0
ORD11059,CUST1022,Footwear,COD,6867.09,7,0,20,76,4,0.02,1,0
ORD11060,CUST1471,Footwear,Wallet,5587.26,6,0,10,784,22,0.2,1,1
